database,MALE,weeks_to_death,albumin_avg,idwg_percent_avg,pre_sbp_avg,crp_avg,albumin_std,idwg_percent_std,pre_sbp_std,crp_std,albumin_count,idwg_percent_count,pre_sbp_count,crp_count,patient_count
FMC_EUROPE,0,31,3.66622,3.1209,131.629,15.184,0.58521,1.6827,26.1262,24.6788,313,5213,5119,244,2026
FMC_EUROPE,0,32,3.67665,3.1252,131.867,15.734,0.50759,1.8185,25.8094,22.6282,320,5150,5045,211,1984
FMC_EUROPE,0,33,3.66242,3.1179,131.907,16.716,0.47619,1.7195,25.8373,24.9319,302,5033,4934,219,1927
FMC_EUROPE,0,34,3.7075,3.1223,131.538,16,0.58555,1.747,25.8539,25.8229,360,4998,4881,240,1959
FMC_EUROPE,0,35,3.67279,3.1196,131.901,12.814,0.52078,1.7842,26.1682,23.0943,331,4929,4797,225,1913
FMC_EUROPE,0,36,3.72997,3.1057,132.054,14.946,0.53812,1.6711,25.9205,22.2897,330,4890,4772,214,1919
FMC_EUROPE,0,37,3.70537,3.1255,132.267,14.319,0.48152,1.7285,26.0171,24.1186,298,4802,4690,223,1852
FMC_EUROPE,0,38,3.71018,3.0934,132.034,15.167,0.48116,1.7077,25.7133,23.1189,312,4766,4638,219,1882
FMC_EUROPE,0,39,3.67541,3.1041,132.56,14.352,0.47389,1.7572,26.2835,22.7922,293,4715,4611,212,1826
FMC_EUROPE,0,40,3.70817,3.098,132.39,11.902,0.5248,1.7014,26.5762,20.5766,296,4700,4549,201,1838
FMC_EUROPE,0,41,3.76745,3.1331,132.235,14.305,0.5102,1.7236,25.7892,22.2803,278,4639,4513,202,1812
FMC_EUROPE,0,42,3.72835,3.1591,132.266,15.243,0.4583,1.7914,25.8765,22.4472,312,4572,4455,235,1790
FMC_EUROPE,0,43,3.64812,3.1358,132.776,12.544,0.48422,1.7031,25.8797,21.4018,287,4564,4427,232,1794
FMC_EUROPE,0,44,3.74084,3.1311,132.75,14.531,0.50715,1.7166,25.6778,24.1822,307,4495,4334,201,1755
FMC_EUROPE,0,45,3.75075,3.1302,132.537,15.931,0.46957,1.6432,26.0088,24.2457,256,4416,4273,179,1713
FMC_EUROPE,0,46,3.76163,3.1583,132.243,15.341,0.51384,1.8059,26.1289,25.4169,275,4377,4230,195,1700
FMC_EUROPE,0,47,3.72545,3.155,132.341,14.018,0.5376,1.7578,26.0654,22.8749,309,4363,4203,215,1708
FMC_EUROPE,0,48,3.7569,3.1657,132.551,11.973,0.53601,1.704,25.9738,23.6393,296,4298,4150,213,1680
FMC_EUROPE,0,49,3.75736,3.1436,132.463,13.453,0.49961,1.8456,26.3172,24.5823,264,4229,4107,174,1658
FMC_EUROPE,0,50,3.72986,3.1602,132.218,13.298,0.49323,1.8153,26.4565,24.506,278,4229,4083,203,1641
FMC_EUROPE,0,51,3.71823,3.1525,132.728,13.162,0.47061,1.8084,26.614,18.32,286,4092,3990,194,1621
FMC_EUROPE,0,52,3.76256,3.139,132.425,10.324,0.49884,1.7238,26.5926,16.2407,263,4066,3917,192,1615
FMC_EUROPE,0,53,3.77075,3.1201,132.6,12.762,0.58594,1.8031,26.6277,16.0233,285,4048,3883,189,1583
FMC_EUROPE,0,54,3.73782,3.1561,132.131,17.425,0.5089,1.8155,26.8924,25.877,261,3992,3858,195,1544
FMC_EUROPE,0,55,3.75377,3.1671,132.493,17.089,0.48851,1.8513,27.0582,27.1194,280,3954,3810,196,1556
FMC_EUROPE,0,56,3.7121,3.202,132.38,11.222,0.48989,1.8525,26.4566,20.6666,264,3915,3747,170,1536
FMC_EUROPE,0,57,3.7114,3.1994,132.529,13.778,0.50043,1.6763,26.872,24.8166,269,3831,3685,195,1507
FMC_EUROPE,0,58,3.77739,3.1929,132.703,14.097,0.52882,1.7139,26.3129,22.4701,242,3745,3599,162,1470
FMC_EUROPE,0,59,3.72737,3.1971,132.272,13.568,0.47794,1.838,26.5953,23.1,213,3685,3559,184,1436
FMC_EUROPE,0,60,3.75672,3.1677,132.397,13.817,0.45763,1.7459,26.4469,23.9454,275,3681,3508,186,1452
FMC_EUROPE,0,61,3.72255,3.1686,132.244,13.729,0.52402,1.766,26.6345,25.2824,271,3637,3499,175,1443
FMC_EUROPE,0,62,3.76222,3.152,131.991,12.435,0.47625,1.7335,26.461,20.7848,263,3618,3435,179,1441
FMC_EUROPE,0,63,3.77634,3.1641,132.663,17.166,0.49598,1.6694,27.0419,28.6264,216,3542,3401,159,1376
FMC_EUROPE,0,64,3.78458,3.2017,132.431,10.978,0.49422,1.7174,26.4203,16.7758,245,3477,3331,176,1376
FMC_EUROPE,0,65,3.75284,3.1608,132.872,11.295,0.47496,1.7208,27.0404,20.0187,249,3453,3281,182,1379
FMC_EUROPE,0,66,3.75342,3.182,132.628,12.386,0.50016,1.7278,26.6718,20.2127,238,3340,3189,160,1333
FMC_EUROPE,0,67,3.80626,3.1618,132.163,12.576,0.48792,1.6941,26.4371,21.5576,238,3325,3143,172,1328
FMC_EUROPE,0,68,3.75398,3.1675,132.332,15.575,0.46079,1.6627,26.241,24.1137,249,3302,3151,206,1291
FMC_EUROPE,0,69,3.76399,3.155,132.183,10.351,0.46333,1.643,26.4137,15.7951,253,3296,3116,169,1301
FMC_EUROPE,0,70,3.76591,3.1556,132.576,11.844,0.49973,1.6336,26.3,19.4228,240,3221,3036,158,1286
FMC_EUROPE,0,71,3.81817,3.2328,133.208,14.327,0.51449,1.7502,26.5575,25.5875,219,3115,2972,142,1252
FMC_EUROPE,0,72,3.77016,3.2207,133.06,11.836,0.47999,1.775,26.6659,19.6592,188,3030,2899,152,1197
FMC_EUROPE,0,73,3.77022,3.1746,133.025,12.491,0.5569,1.682,26.0083,21.0058,232,3045,2857,169,1207
FMC_EUROPE,0,74,3.80045,3.1986,133.294,10.136,0.45,1.7643,26.2879,19.7196,219,2975,2814,149,1207
FMC_EUROPE,0,75,3.76458,3.1423,132.6,9.908,0.51809,1.6473,26.3816,18.4466,237,2943,2768,157,1180
FMC_EUROPE,0,76,3.75806,3.1596,132.876,12.319,0.50678,1.6864,26.615,19.0773,222,2872,2725,155,1146
FMC_EUROPE,0,77,3.79566,3.1731,133.137,13.093,0.45066,1.6594,25.8813,23.068,198,2860,2687,162,1135
FMC_EUROPE,0,78,3.76774,3.1626,132.89,11.944,0.49683,1.7232,26.3123,19.4596,208,2821,2653,144,1141
FMC_EUROPE,0,79,3.78966,3.1735,133.383,10.87,0.4915,1.6766,26.2788,20.4458,233,2799,2630,137,1137
FMC_EUROPE,0,80,3.74711,3.1281,133.634,14.734,0.47901,1.6348,27.2114,25.7431,209,2753,2592,152,1102
FMC_EUROPE,0,81,3.80201,3.1557,133.321,13.749,0.5176,1.7333,27.4513,22.555,193,2699,2548,156,1081
FMC_EUROPE,0,82,3.81659,3.1928,132.895,10.793,0.49671,1.6998,26.5741,23.1107,226,2665,2497,144,1093
FMC_EUROPE,0,83,3.8148,3.1909,132.996,12.067,0.5072,1.8118,27.0933,23.6228,204,2625,2451,150,1073
FMC_EUROPE,0,84,3.76683,3.2205,133.45,12.872,0.54088,1.6962,26.5163,20.8797,200,2573,2417,143,1032
FMC_EUROPE,0,85,3.81423,3.2037,133.681,10.65,0.42418,1.6296,26.865,18.1643,180,2581,2395,129,1037
FMC_EUROPE,0,86,3.82334,3.1871,134.262,13.801,0.53566,1.704,26.7232,24.0139,223,2543,2370,154,1030
FMC_EUROPE,0,87,3.80642,3.1774,134.837,10.287,0.47101,1.7155,26.1851,17.9345,212,2490,2311,146,1029
FMC_EUROPE,0,88,3.75941,3.1817,134.033,10.857,0.46517,1.7283,25.963,20.6513,209,2433,2266,134,998
FMC_EUROPE,0,89,3.79143,3.2296,134.704,13.064,0.49224,1.6918,26.1835,23.5962,180,2369,2210,137,973
FMC_EUROPE,0,90,3.81396,3.1959,134.516,9.802,0.47687,1.6377,26.2226,14.5138,202,2389,2206,136,984
FMC_EUROPE,0,91,3.79842,3.2472,134.883,12.113,0.51821,1.8168,26.3898,23.4983,202,2348,2188,129,962
FMC_EUROPE,0,92,3.76014,3.2835,134.061,10.269,0.46745,1.8744,26.5263,20.2616,174,2302,2135,111,949
FMC_EUROPE,0,93,3.79001,3.2218,134.272,11.743,0.52366,1.6641,26.9076,22.0822,182,2262,2089,133,922
FMC_EUROPE,0,94,3.83898,3.2493,134.26,15.438,0.51732,1.6266,26.7041,25.0702,196,2239,2057,144,924
FMC_EUROPE,0,95,3.7924,3.2112,134.165,11.321,0.48931,1.7233,27.0565,21.5293,196,2194,2021,118,911
FMC_EUROPE,0,96,3.75937,3.2233,134.186,9.419,0.45195,1.6971,26.72,16.7551,171,2175,2005,127,899
FMC_EUROPE,0,97,3.79454,3.1842,134.179,11.642,0.49129,1.6444,26.8971,16.8481,169,2153,1968,119,891
FMC_EUROPE,0,98,3.82262,3.256,134.528,12.418,0.51723,1.7328,26.6458,22.9666,161,2123,1951,111,870
FMC_EUROPE,0,99,3.79815,3.2374,134.161,10.238,0.55637,1.7572,26.5871,18.6754,195,2104,1919,125,878
FMC_EUROPE,0,100,3.73798,3.2215,135.026,10.504,0.53992,1.6206,26.4157,16.9679,175,2022,1866,113,838
FMC_EUROPE,0,101,3.7795,3.2086,134.44,9.48,0.46943,1.6134,27.0946,15.7157,181,2044,1855,129,856
FMC_EUROPE,0,102,3.77799,3.2242,135.159,9.583,0.43185,1.7668,27.2026,17.4889,172,1974,1813,118,833
FMC_EUROPE,0,103,3.80225,3.237,134.053,13.152,0.47501,1.6956,26.1252,23.0517,174,1935,1771,117,812
FMC_EUROPE,0,104,3.76527,3.2663,133.958,8.983,0.51096,1.7455,26.4352,16.3369,169,1909,1733,118,801
FMC_EUROPE,1,1,3.27921,2.7492,125.343,36.187,0.72975,1.8964,28.8323,43.079,375,7547,8550,269,3357
FMC_EUROPE,1,2,3.40538,2.7895,127.409,35.032,0.66037,1.7671,27.9539,39.5256,507,8708,9416,314,3636
FMC_EUROPE,1,3,3.48938,2.8342,128.572,28.535,0.60426,1.7501,27.4679,35.3294,558,9288,9838,358,3791
FMC_EUROPE,1,4,3.47486,2.8434,129.232,32.755,0.60481,1.7136,27.1977,38.3623,581,9558,9992,380,3866
FMC_EUROPE,1,5,3.4685,2.8758,129.644,27.748,0.60147,1.773,27.1822,33.8858,562,9716,10035,367,3900
FMC_EUROPE,1,6,3.4886,2.8754,130.055,30.76,0.59659,1.6932,26.8197,37.4642,590,9782,10097,440,3868
FMC_EUROPE,1,7,3.55376,2.8938,130.571,25.304,0.56425,1.7414,26.2588,32.3789,586,9858,10047,409,3863
FMC_EUROPE,1,8,3.5681,2.9335,130.762,25.27,0.58646,1.6983,26.5365,32.7802,578,9796,9915,369,3799
FMC_EUROPE,1,9,3.55184,2.9489,130.978,25.481,0.61257,1.6981,26.5122,33.127,574,9748,9840,391,3768
FMC_EUROPE,1,10,3.59776,2.9358,131.195,23.531,0.55267,1.6549,26.1717,31.69,580,9690,9749,426,3764
FMC_EUROPE,1,11,3.61726,2.9748,131.779,23.588,0.52438,1.7474,25.8826,31.9538,613,9487,9564,407,3753
FMC_EUROPE,1,12,3.65822,2.9978,132.014,20.426,0.53284,1.7141,26.0397,28.0342,550,9398,9480,397,3611
FMC_EUROPE,1,13,3.61978,2.9665,131.908,20.359,0.54195,1.6882,25.735,25.6467,530,9267,9296,333,3587
FMC_EUROPE,1,14,3.63941,2.9987,132.477,21.795,0.53454,1.6702,25.9255,29.5583,577,9248,9210,427,3571
FMC_EUROPE,1,15,3.58905,3.0081,132.629,20.656,0.54868,1.7389,26.0355,28.4202,546,9150,9097,373,3502
FMC_EUROPE,1,16,3.62663,3.0023,132.439,17.705,0.52564,1.6529,26.3225,25.4312,550,9113,9076,346,3482
FMC_EUROPE,1,17,3.65543,3.0119,132.595,19.476,0.50869,1.6361,25.9843,27.766,542,8968,8916,350,3451
FMC_EUROPE,1,18,3.63227,3.0465,132.702,19.372,0.5292,1.6432,26.0127,26.4683,523,8819,8792,394,3421
FMC_EUROPE,1,19,3.65207,3.0315,133.001,20.188,0.53046,1.6868,25.9374,29.2105,512,8706,8633,361,3345
FMC_EUROPE,1,20,3.68389,3.0379,133.272,18.143,0.486,1.6501,26.008,25.3449,562,8646,8541,374,3337
FMC_EUROPE,1,21,3.71685,3.0499,132.884,19.71,0.49357,1.6385,25.8612,26.8283,496,8524,8444,314,3287
FMC_EUROPE,1,22,3.68449,3.043,133.18,16.624,0.52769,1.5891,25.796,22.8663,525,8374,8342,366,3223
FMC_EUROPE,1,23,3.68113,3.0455,133.366,19.162,0.51949,1.6356,26.1583,28.7872,497,8385,8249,354,3206
FMC_EUROPE,1,24,3.68091,3.0551,133.175,18.198,0.50302,1.6244,25.8405,26.1951,489,8275,8138,329,3166
FMC_EUROPE,1,25,3.7516,3.0643,133.32,16.098,0.4826,1.6408,25.7476,22.9478,484,8162,8038,337,3126
FMC_EUROPE,1,26,3.69013,3.0605,133.832,19.581,0.51025,1.6695,25.7405,25.1377,495,8032,7892,323,3083
FMC_EUROPE,1,27,3.69592,3.0549,133.933,16.96,0.51312,1.6205,25.7528,25.4183,494,7981,7836,359,3070
FMC_EUROPE,1,28,3.719,3.0417,134.098,17.342,0.52219,1.5987,26.3362,26.0332,467,7802,7705,305,2986
FMC_EUROPE,1,29,3.71431,3.0693,134.018,16.908,0.51126,1.6302,26.116,25.195,519,7748,7591,338,3007
FMC_EUROPE,1,30,3.70446,3.0805,133.869,16.601,0.52493,1.62,25.7363,24.1244,456,7634,7479,318,2931
FMC_EUROPE,1,31,3.73602,3.0918,134.237,14.757,0.49954,1.6171,25.9499,23.1379,500,7541,7394,351,2937
FMC_EUROPE,1,32,3.74179,3.0979,134.751,17.739,0.52903,1.6544,26.3318,24.3826,463,7390,7272,321,2832
FMC_EUROPE,1,33,3.72934,3.0793,134.102,17.881,0.50554,1.619,25.9619,28.7104,458,7389,7198,306,2862
FMC_EUROPE,1,34,3.79021,3.0961,134.385,17.41,0.48761,1.6028,25.8786,23.0811,446,7258,7101,304,2779
FMC_EUROPE,1,35,3.73702,3.0938,134.676,14.858,0.54148,1.6474,26.1034,20.788,467,7146,6975,309,2751
FMC_EUROPE,1,36,3.7634,3.0821,134.46,14.835,0.50011,1.583,25.9503,20.6168,453,7016,6863,310,2716
FMC_EUROPE,1,37,3.72442,3.0944,134.5,15.372,0.49316,1.5965,25.6541,22.3259,409,6983,6823,277,2691
FMC_EUROPE,1,38,3.78504,3.1108,134.44,15.459,0.51379,1.6362,25.5237,24.1791,469,6900,6718,310,2658
FMC_EUROPE,1,39,3.7774,3.1081,134.815,17.818,0.49425,1.6402,25.6504,26.328,445,6840,6629,310,2645
FMC_EUROPE,1,40,3.78423,3.092,134.8,13.72,0.47709,1.6231,25.8718,19.1638,419,6771,6571,308,2609
FMC_EUROPE,1,41,3.77008,3.1044,134.847,14.544,0.48322,1.5723,26.0252,22.3062,404,6722,6507,269,2564
FMC_EUROPE,1,42,3.77122,3.1034,134.766,15.951,0.51668,1.613,25.7375,25.5094,447,6609,6411,291,2566
FMC_EUROPE,1,43,3.82079,3.1128,134.701,15.14,0.51592,1.6101,26.0023,22.7702,383,6526,6341,298,2496
FMC_EUROPE,1,44,3.77671,3.1333,135.198,15.696,0.52744,1.6183,25.7213,24.7025,422,6453,6257,288,2494
FMC_EUROPE,1,45,3.79404,3.1205,135.223,14.616,0.50304,1.6093,25.8618,23.1079,390,6348,6158,283,2412
FMC_EUROPE,1,46,3.74742,3.1496,134.87,17.081,0.47207,1.6562,25.3884,26.6932,436,6339,6097,295,2468
FMC_EUROPE,1,47,3.82995,3.1421,135.281,18.056,0.47944,1.6084,25.7756,26.6952,364,6178,5977,267,2373
FMC_EUROPE,1,48,3.7982,3.184,134.955,12.653,0.51221,1.7214,25.4419,18.8091,391,6168,5928,274,2412
FMC_EUROPE,1,49,3.75445,3.1462,135.064,15.058,0.4946,1.6276,25.3909,21.9718,384,6001,5784,278,2329
FMC_EUROPE,1,50,3.78059,3.1494,135.283,14.144,0.46892,1.6201,25.5899,23.3261,396,6025,5800,265,2346
FMC_EUROPE,1,51,3.81838,3.1517,135.639,10.818,0.48475,1.6575,25.5535,20.488,368,5939,5743,257,2281
FMC_EUROPE,1,52,3.808,3.1552,135.554,15.38,0.49368,1.6164,25.519,21.2923,375,5856,5667,260,2300
FMC_EUROPE,1,53,3.76677,3.1513,134.891,12.809,0.51346,1.6183,24.6701,21.6682,407,5778,5583,265,2251
FMC_EUROPE,1,54,3.81799,3.1416,135.225,15.358,0.47231,1.5973,25.0978,24.0448,385,5729,5505,252,2226
FMC_EUROPE,1,55,3.82531,3.1462,135.018,18.216,0.51181,1.6045,25.1577,30.2702,392,5660,5454,264,2200
FMC_EUROPE,1,56,3.83084,3.1613,135.081,13.793,0.46239,1.6028,25.3056,20.2769,363,5632,5416,262,2203
FMC_EUROPE,1,57,3.83047,3.1848,134.626,13.429,0.4908,1.7158,25.061,22.6512,362,5599,5374,259,2191
FMC_EUROPE,1,58,3.78357,3.1482,134.195,14.86,0.4712,1.6434,25.3369,24.4321,366,5489,5291,256,2126
FMC_EUROPE,1,59,3.85178,3.1716,134.442,16.006,0.44898,1.6593,25.2169,24.4694,390,5464,5239,270,2136
FMC_EUROPE,1,60,3.84559,3.1898,134.454,13.273,0.47046,1.603,25.3801,21.9884,330,5371,5164,235,2071
FMC_EUROPE,1,61,3.82285,3.1863,134.605,10.333,0.50031,1.7131,25.0649,16.1518,350,5379,5113,238,2109
FMC_EUROPE,1,62,3.83636,3.1659,134.86,12.015,0.487,1.5804,25.1568,22.8713,352,5253,5034,227,2031
FMC_EUROPE,1,63,3.82545,3.1988,134.251,12.845,0.5169,1.6019,25.1265,19.2688,345,5137,4907,235,2002
FMC_EUROPE,1,64,3.82793,3.1737,134.268,15.483,0.49846,1.6469,25.4274,29.1771,354,5124,4889,237,2001
FMC_EUROPE,1,65,3.82968,3.1883,134.378,12.111,0.47132,1.6292,25.0673,19.9756,330,5040,4813,209,1973
FMC_EUROPE,1,66,3.80753,3.2162,134.638,13.26,0.47317,1.6734,25.5739,22.0583,355,5035,4750,238,1976
FMC_EUROPE,1,67,3.78902,3.1843,134.686,11.059,0.44868,1.6076,25.4169,17.7729,315,4872,4684,205,1898
FMC_EUROPE,1,68,3.86477,3.1659,134.112,12.802,0.47725,1.6013,25.0806,20.9764,336,4884,4636,244,1920
FMC_EUROPE,1,69,3.80506,3.2113,134.191,15.809,0.46312,1.6423,25.0851,25.2499,334,4799,4566,228,1885
FMC_EUROPE,1,70,3.81754,3.1988,134.629,13.722,0.51373,1.588,25.2261,21.7809,331,4751,4505,235,1854
FMC_EUROPE,1,71,3.82727,3.1912,134.452,14.024,0.45607,1.5836,25.4602,25.2441,342,4648,4433,221,1821
FMC_EUROPE,1,72,3.86018,3.171,133.93,12.996,0.48409,1.5745,25.3985,22.3898,328,4631,4376,219,1822
FMC_EUROPE,1,73,3.88651,3.2002,134.297,12.69,0.46394,1.586,25.6429,19.3074,326,4552,4322,219,1806
FMC_EUROPE,1,74,3.79467,3.2209,134.492,12.09,0.52613,1.6384,25.1232,18.3084,316,4447,4208,211,1773
FMC_EUROPE,1,75,3.83264,3.2637,134.542,11.383,0.4881,1.6856,25.84,21.3809,313,4366,4137,214,1721
FMC_EUROPE,1,76,3.80024,3.1944,135.003,14.11,0.48516,1.539,25.8613,23.9705,290,4336,4099,213,1703
FMC_EUROPE,1,77,3.86712,3.2165,135.007,14.502,0.45539,1.6362,25.3391,24.3962,313,4260,4036,223,1690
FMC_EUROPE,1,78,3.84491,3.2064,134.71,11.209,0.4681,1.5777,25.6687,19.7883,316,4212,3959,226,1684
FMC_EUROPE,1,79,3.85862,3.2198,135.069,11.212,0.51157,1.6019,25.5666,21.4271,300,4142,3906,191,1633
FMC_EUROPE,1,80,3.8368,3.2195,135.177,14.392,0.43313,1.6057,26.0965,25.2879,291,4126,3871,211,1636
FMC_EUROPE,1,81,3.85115,3.2226,135.804,12.712,0.50031,1.5721,25.8259,21.7047,314,4068,3819,223,1619
FMC_EUROPE,1,82,3.84977,3.2862,135.853,13.792,0.4819,1.7231,25.5886,22.7859,307,4014,3764,208,1604
FMC_EUROPE,1,83,3.83948,3.241,135.309,11.815,0.47498,1.5881,25.7529,20.864,311,3975,3702,215,1587
FMC_EUROPE,1,84,3.84128,3.2404,136.207,13.519,0.53062,1.6272,25.3215,22.6969,256,3882,3634,178,1540
FMC_EUROPE,1,85,3.84304,3.2182,135.397,13.317,0.50713,1.5658,25.5881,23.5223,327,3857,3603,221,1568
FMC_EUROPE,1,86,3.86249,3.2748,135.817,11.378,0.43357,1.6392,25.1557,21.3051,260,3768,3523,198,1488
FMC_EUROPE,1,87,3.84045,3.2915,135.917,11.503,0.51417,1.6448,25.3033,17.9172,284,3714,3461,204,1496
FMC_EUROPE,1,88,3.84267,3.2551,136.311,9.089,0.48576,1.5957,25.2345,16.5278,295,3667,3407,188,1462
FMC_EUROPE,1,89,3.85779,3.2337,136.406,13.695,0.50876,1.6116,25.0787,22.7904,272,3590,3351,181,1436
FMC_EUROPE,1,90,3.85407,3.242,136.275,14.886,0.46428,1.6048,25.2682,25.6728,268,3557,3315,209,1423
FMC_EUROPE,1,91,3.87865,3.241,136.421,12.167,0.45095,1.6164,25.5562,18.9551,289,3550,3266,191,1445
FMC_EUROPE,1,92,3.82026,3.2113,136.611,11.282,0.49571,1.5883,24.8763,21.7591,269,3470,3227,191,1403
FMC_EUROPE,1,93,3.8359,3.2493,135.94,11.702,0.52709,1.6309,25.188,21.0595,247,3399,3175,171,1369
FMC_EUROPE,1,94,3.87265,3.2435,136.651,11.353,0.43565,1.591,25.4803,21.1038,265,3401,3134,201,1392
FMC_EUROPE,1,95,3.89002,3.2702,136.525,11.097,0.48484,1.7056,25.4026,17.1494,268,3338,3108,177,1351
FMC_EUROPE,1,96,3.87217,3.2553,136.595,11.58,0.49513,1.62,25.6516,19.2832,253,3315,3076,190,1347
FMC_EUROPE,1,97,3.84622,3.2615,136.4,12,0.49928,1.6132,25.0108,22.0494,245,3274,3044,166,1307
FMC_EUROPE,1,98,3.8811,3.2826,136.37,14.55,0.50153,1.5936,25.6889,26.1049,261,3200,2961,188,1298
FMC_EUROPE,1,99,3.87687,3.3118,135.75,10.886,0.45009,1.7335,24.9896,16.7086,247,3160,2912,174,1303
FMC_EUROPE,1,100,3.88888,3.2671,136.282,12.123,0.47196,1.6739,25.5289,20.1789,251,3111,2841,167,1281
FMC_EUROPE,1,101,3.8364,3.3148,136.524,12.852,0.48106,1.6933,25.2269,26.3535,244,3072,2821,165,1260
FMC_EUROPE,1,102,3.89728,3.2668,136.535,13.592,0.48693,1.5708,25.1169,25.399,224,3016,2779,171,1228
FMC_EUROPE,1,103,3.86275,3.2722,136.144,10.506,0.48321,1.6608,25.3728,17.5237,244,2969,2733,183,1215
FMC_EUROPE,1,104,3.90573,3.2368,136.527,12.988,0.48898,1.5144,25.5629,23.4593,239,2890,2660,171,1198
FMC_LA,0,1,3.21534,2.8684,120.851,,0.55381,2.4777,24.3201,,58,34,316,0,341
FMC_LA,0,2,3.28859,3.482,123.516,,0.54797,3.8943,25.0631,,99,33,428,0,466
FMC_LA,0,3,3.29838,2.2721,122.654,,0.60706,2.6123,24.6678,,130,40,457,0,497
FMC_LA,0,4,3.34669,2.8332,125.538,,0.56124,2.391,22.7533,,133,38,448,0,489
FMC_LA,0,5,3.39246,3.4731,126.992,,0.57309,2.9971,22.5209,,126,42,505,0,521
FMC_LA,0,6,3.32912,2.8248,125.543,,0.52971,2.2263,22.4207,,125,41,530,0,548
FMC_LA,0,7,3.36748,3.5346,125.257,,0.50843,4.712,23.4992,,143,43,518,0,542
FMC_LA,0,8,3.43911,3.667,126.994,,0.52629,2.4363,22.3971,,135,40,469,0,483
FMC_LA,0,9,3.46597,2.3261,128,,0.49202,2.0052,22.0606,,154,39,494,0,514
FMC_LA,0,10,3.43824,3.8995,127.173,,0.52985,3.1561,22.2191,,159,35,515,0,525
FMC_LA,0,11,3.49882,3.4484,125.035,,0.46883,2.2081,22.2879,,136,36,491,0,507
FMC_LA,0,12,3.47412,3.6379,126.127,,0.48352,2.2172,22.7831,,114,39,466,0,477
FMC_LA,0,13,3.48242,2.8771,128.207,,0.50807,1.6009,21.7582,,120,43,460,0,473
FMC_LA,0,14,3.53246,3.2597,128.433,,0.43443,2.3692,22.3358,,130,33,457,0,467
FMC_LA,0,15,3.50626,4.2629,127.877,,0.53024,3.6017,22.1168,,139,35,462,0,478
FMC_LA,0,16,3.52301,3.3673,125.154,,0.48744,2.7087,22.17,,136,37,474,0,490
FMC_LA,0,17,3.52892,3.1725,128.245,,0.47773,2.2511,22.077,,130,46,444,0,452
FMC_LA,0,18,3.48406,3.108,127.944,,0.48324,2.4803,22.6083,,143,42,449,0,461
FMC_LA,0,19,3.60145,2.9452,128.825,,0.41788,2.3924,21.5808,,117,34,445,0,464
FMC_LA,0,20,3.57771,3.4648,127.155,,0.45647,1.875,22.6553,,118,32,459,0,469
FMC_LA,0,21,3.53944,3.6587,129.563,,0.43525,2.4908,20.5942,,124,40,412,0,427
FMC_LA,0,22,3.6559,3.3036,128.627,,0.41845,1.9522,23.2273,,122,38,434,0,448
FMC_LA,0,23,3.58143,3.9102,128.046,,0.427,3.093,21.3108,,126,36,459,0,474
FMC_LA,0,24,3.6023,3.1851,128.113,,0.46199,2.3172,22.4982,,126,31,424,0,436
FMC_LA,0,25,3.56667,3.5301,127.628,,0.42588,2.861,21.8623,,96,33,401,0,413
FMC_LA,0,26,3.58612,2.94,130.799,,0.48867,1.8748,21.9677,,129,42,417,0,430
FMC_LA,0,27,3.60206,2.7278,129.941,,0.43423,1.8721,22.5968,,126,25,425,0,435
FMC_LA,0,28,3.60681,3.3403,127.904,,0.49158,2.4576,20.5807,,119,24,428,0,441
FMC_LA,0,29,3.57064,3.2366,128.472,,0.49838,1.7894,22.1643,,125,31,413,0,426
FMC_LA,0,30,3.67047,3.0225,129.34,,0.43047,2.1895,22.2806,,106,34,382,0,395
FMC_LA,0,31,3.6218,2.8154,128.992,,0.46991,2.2897,20.8392,,111,28,382,0,394
FMC_LA,0,32,3.62379,3.043,129.031,,0.44372,1.9422,21.219,,124,33,416,0,429
FMC_LA,0,33,3.57116,3.2,128.505,,0.43771,1.9943,21.7592,,112,32,426,0,436
FMC_LA,0,34,3.5908,3.4502,130.044,,0.44908,2.5006,22.5438,,100,49,363,0,373
FMC_LA,0,35,3.66167,2.766,130.549,,0.42835,2.0262,22.2943,,108,33,366,0,380
FMC_LA,0,36,3.66677,2.8058,131.256,,0.39816,1.6089,21.506,,127,35,422,0,428
FMC_LA,0,37,3.63528,4.2451,129.353,,0.51105,3.6901,21.9174,,108,31,374,0,384
FMC_LA,0,38,3.62088,2.8672,129.372,,0.40793,2.0208,22.3264,,102,34,376,0,385
FMC_LA,0,39,3.6868,3.4937,130.221,,0.48312,2.3108,22.0853,,97,42,349,0,361
FMC_LA,0,40,3.64218,2.557,131.026,,0.39904,2.1809,21.268,,87,25,380,0,391
FMC_LA,0,41,3.66562,3.6514,129.967,,0.48865,2.6775,22.1675,,121,30,394,0,402
FMC_LA,0,42,3.5887,4.3234,128.852,,0.43395,2.9569,22.2321,,108,29,364,0,376
FMC_LA,0,43,3.59179,2.6386,131.16,,0.4671,2.2659,22.1278,,95,28,325,0,332
FMC_LA,0,44,3.57688,2.4647,128.847,,0.4718,2.2681,21.7273,,109,26,379,0,389
FMC_LA,0,45,3.73489,3.2628,128.709,,0.33176,2.5043,22.7213,,88,32,368,0,377
FMC_LA,0,46,3.67268,3.5985,129.048,,0.44363,2.6304,22.4193,,97,25,373,0,381
