0
0
0.0
1.0
0
2
0
0.65
1.0
0
3
0
0.0
1.0
0
5
0
0.65
1.0
0
6
0
0.0
1.0
0
7
0
0.29
1.0
10
4
0
0.29
1.0
1
1
0
0.29
1.0
6
11
0
0.5
1.0
222
14
0
0.74
1.0
1
10
0
0.78
1.0
3
8
0
0.5
1.0
10
12
0
0.74
1.0
3
13
0
0.5
1.0
1
9
0
0.64
1.0
2
1
0
0.29
1.0
225
7
0
0.29
1.0
5
4
0
0.29
1.0
1
0
0
0.0
1.0
4
6
0
0.0
1.0
5
3
0
0.0
1.0
4
5
0
0.65
1.0
7
2
0
0.65
1.0
1
13
0
0.5
1.0
225
9
0
0.64
1.0
1
11
0
0.5
1.0
14
14
0
0.74
1.0
1
10
0
0.78
1.0
3
8
0
0.5
1.0
11
12
0
0.74
1.0
3
5
0
0.65
1.0
220
2
0
0.65
1.0
1
1
0
0.29
1.0
7
7
0
0.29
1.0
4
4
0
0.29
1.0
1
0
0
0.0
1.0
4
6
0
0.0
1.0
5
3
0
0.0
1.0
6
12
0
0.74
1.0
214
8
0
0.5
1.0
2
13
0
0.5
1.0
16
9
0
0.64
1.0
1
11
0
0.5
1.0
15
14
0
0.74
1.0
1
10
0
0.78
1.0
3
3
0
0.0
1.0
215
0
0
0.0
1.0
1
6
0
0.0
1.0
5
5
0
0.65
1.0
11
2
0
0.65
1.0
2
1
0
0.29
1.0
6
7
0
0.29
1.0
5
4
0
0.29
1.0
2
10
0
0.78
1.0
216
14
0
0.74
1.0
1
11
0
0.5
1.0
11
12
0
0.74
1.0
0
8
0
0.5
1.0
3
13
0
0.5
1.0
14
9
0
0.64
1.0
2
4
0
0.29
1.0
220
1
0
0.29
1.0
5
7
0
0.29
1.0
5
3
0
0.0
1.0
4
0
0
0.0
1.0
1
6
0
0.0
1.0
4
5
0
0.65
1.0
12
2
0
0.65
1.0
2
13
0
0.5
1.0
224
9
0
0.64
1.0
2
10
0
0.78
1.0
3
14
0
0.74
1.0
1
11
0
0.5
1.0
10
12
0
0.74
1.0
0
8
0
0.5
1.0
3
2
0
0.65
1.0
224
5
0
0.65
1.0
10
4
0
0.29
1.0
3
1
0
0.29
1.0
4
7
0
0.29
1.0
5
3
0
0.0
1.0
4
0
0
0.0
1.0
2
6
0
0.0
1.0
5
12
0
0.74
1.0
219
8
0
0.5
1.0
3
13
0
0.5
1.0
14
9
0
0.64
1.0
2
10
0
0.78
1.0
3
14
0
0.74
1.0
1
11
0
0.5
1.0
11
6
0
0.0
1.0
214
3
0
0.0
1.0
5
0
0
0.0
1.0
1
2
0
0.65
1.0
7
5
0
0.65
1.0
10
4
0
0.29
1.0
2
1
0
0.29
1.0
6
7
0
0.29
1.0
5
11
0
0.5
1.0
212
10
0
0.78
1.0
5
14
0
0.74
1.0
1
12
0
0.74
1.0
11
8
0
0.5
1.0
2
13
0
0.5
1.0
16
9
0
0.64
1.0
2
7
0
0.29
1.0
214
4
0
0.29
1.0
5
1
0
0.29
1.0
6
6
0
0.0
1.0
3
3
0
0.0
1.0
4
0
0
0.0
1.0
2
2
0
0.65
1.0
6
5
0
0.65
1.0
11
13
0
0.5
1.0
214
9
0
0.64
1.0
1
11
0
0.5
1.0
10
10
0
0.78
1.0
5
14
0
0.74
1.0
1
12
0
0.74
1.0
11
8
0
0.5
1.0
3
5
0
0.65
1.0
218
2
0
0.65
1.0
5
7
0
0.29
1.0
8
4
0
0.29
1.0
5
1
0
0.29
1.0
5
6
0
0.0
1.0
3
3
0
0.0
1.0
6
0
0
0.0
1.0
1
12
0
0.74
1.0
224
8
0
0.5
1.0
3
13
0
0.5
1.0
4
9
0
0.64
1.0
2
11
0
0.5
1.0
9
10
0
0.78
1.0
5
14
0
0.74
1.0
1
0
0
0.0
1.0
219
6
0
0.0
1.0
5
3
0
0.0
1.0
5
5
0
0.65
1.0
3
2
0
0.65
1.0
5
7
0
0.29
1.0
7
4
0
0.29
1.0
6
1
0
0.29
1.0
5
11
0
0.5
1.0
217
10
0
0.78
1.0
6
14
0
0.74
1.0
1
12
0
0.74
1.0
10
8
0
0.5
1.0
3
13
0
0.5
1.0
3
9
0
0.64
1.0
2
1
0
0.29
1.0
221
7
0
0.29
1.0
5
4
0
0.29
1.0
6
0
0
0.0
1.0
3
6
0
0.0
1.0
5
3
0
0.0
1.0
5
5
0
0.65
